"","ClaimDate","ClaimAmount"
"1823","2023-03-08",6188.63
"1824","2024-01-19",7768.87
"1825","2023-09-22",6474.65
"1826","2023-07-22",5349.99
"1827","2023-03-18",515.32
"1828","2022-09-20",9688.04
"1829","2023-11-27",8007.27
"1830","2023-06-28",2998.94
"1831","2022-08-24",9801.71
"1832","2024-03-29",6058.63
"1833","2024-03-17",5865.98
"1834","2022-12-06",7505.92
"1835","2022-10-20",8136.52
"1836","2023-12-14",6599.14
"1837","2023-12-19",1368.15
"1838","2023-07-30",3448.85
"1839","2023-06-13",9288.03
"1840","2023-02-27",2323.69
"1841","2022-12-06",3784.45
"1842","2023-06-26",4377.56
"1843","2024-04-20",4450.11
"1844","2024-04-20",6168.1
"1845","2022-09-10",9436.45
"1846","2023-03-26",2482.86
"1847","2023-05-08",1302.86
"1848","2024-01-26",2054.96
"1849","2022-11-03",8880.56
"1850","2022-10-20",6493.53
"1851","2023-11-07",2930.48
"1852","2023-10-19",8177.87
"1853","2024-04-01",8627.56
"1854","2022-08-26",8480.49
"1855","2024-01-23",9197.37
"1856","2024-04-21",2597.19
"1857","2024-01-26",7574.92
"1858","2024-01-14",4659.34
"1859","2023-09-10",8435.79
"1860","2023-11-02",7312.06
"1861","2023-03-22",7786.83
"1862","2023-02-03",6596
"1863","2024-05-25",1856.54
"1864","2022-12-25",5495.77
"1865","2023-02-04",9848.23
"1866","2023-03-18",9380.14
"1867","2024-05-09",527.42
"1868","2023-03-06",1731.67
"1869","2022-12-05",1404.11
"1870","2023-06-11",7287.2
"1871","2023-11-25",8196.07
"1872","2023-03-06",2213.76
"1873","2023-08-30",5107.94
"1874","2024-05-30",8422.96
"1875","2023-04-18",7354.74
"1876","2023-08-16",5468.15
"1877","2023-08-12",5944.44
"1878","2024-05-09",5132.77
"1879","2023-08-22",3045.73
"1880","2023-05-16",5693.72
"1881","2022-12-18",6919.96
"1882","2022-11-03",8745.9
"1883","2024-01-11",6399.28
"1884","2023-05-31",7635.1
"1885","2023-01-28",1684.71
"1886","2024-01-01",4669.42
"1887","2023-01-02",192.38
"1888","2023-05-16",2542.12
"1889","2022-11-02",7291.97
"1890","2022-09-04",9918.92
"1891","2022-08-11",1081.86
"1892","2023-06-24",4074.79
"1893","2023-07-17",8020.7
"1894","2023-04-23",2119.95
"1895","2023-11-03",5595.34
"1896","2022-09-09",7357.41
"1897","2023-12-29",6198.26
"1898","2023-12-27",1961.44
"1899","2022-12-13",3618.31
"1900","2023-07-06",7859.54
"1901","2023-06-07",5586.84
"1902","2022-10-30",151.77
"1903","2024-04-29",7633.81
"1904","2024-01-14",449.58
"1905","2023-12-26",7482.76
"1906","2023-03-19",2104.56
"1907","2024-03-03",9584.93
"1908","2023-03-02",3742.61
"1909","2023-08-05",3336.62
"1910","2024-02-04",1573.99
"1911","2023-03-03",3125.48
"1912","2022-10-20",8778.84
"1913","2023-06-07",9963.71
"1914","2023-04-15",3746.26
"1915","2023-06-27",4541.25
"1916","2022-08-16",7248.5
"1917","2022-10-19",8873.34
"1918","2023-11-06",5971.14
"1919","2024-06-14",3976.1
"1920","2023-02-04",4184.96
"1921","2022-07-17",6986.62
"1922","2023-01-27",131.86
"1923","2024-04-10",6233.93
"1924","2023-04-06",3619.38
"1925","2023-03-20",7962.55
"1926","2022-08-06",1020.61
"1927","2023-03-29",5923.2
"1928","2023-09-10",4861.63
"1929","2023-06-16",6459.02
"1930","2023-02-16",742.05
"1931","2023-10-25",5841.84
"1932","2022-11-30",5658.7
"1933","2024-06-04",5650.53
"1934","2024-02-15",6074.53
"1935","2023-09-17",6797.03
"1936","2023-01-29",8069.39
"1937","2023-08-27",2771.23
"1938","2023-11-12",8267.99
"1939","2023-02-19",5032.73
"1940","2024-02-06",862.88
"1941","2022-12-30",679.65
"1942","2023-02-11",3408.96
"1943","2024-01-27",7870.48
"1944","2023-07-31",7106.04
"1945","2023-11-14",7907.29
"1946","2022-08-19",5220.96
"1947","2023-11-21",4457.97
"1948","2022-09-20",1559.78
"1949","2023-01-31",3349.11
"1950","2023-10-03",4396.79
"1951","2023-11-29",977.14
"1952","2024-02-22",2284.06
"1953","2022-10-03",6022.43
"1954","2023-03-15",7383.06
"1955","2023-05-28",9983.64
"1956","2023-05-23",9337.82
"1957","2023-04-02",6461.4
"1958","2023-11-11",4270.36
"1959","2023-10-26",6398.16
"1960","2023-11-09",7877.95
"1961","2024-06-06",1271.53
"1962","2024-04-20",4158.06
"1963","2023-01-07",8414.04
"1964","2023-01-18",3899.95
"1965","2022-11-17",5761.54
"1966","2023-04-05",5918.92
"1967","2022-11-13",1926.31
"1968","2023-11-20",3686.13
"1969","2023-02-12",3411.66
"1970","2024-02-02",359.35
"1971","2022-12-09",339.5
"1972","2024-03-17",8333.8
"1973","2022-09-08",2803.4
"1974","2024-03-23",5228.98
"1975","2023-01-01",3057.38
"1976","2022-10-11",9412.72
"1977","2024-04-13",2667.04
"1978","2023-12-15",4353.6
"1979","2024-03-08",8740.03
"1980","2023-01-06",8435.14
"1981","2023-09-03",1942.4
"1982","2022-10-23",8046.17
"1983","2023-04-21",4636.05
"1984","2022-09-22",4881.39
"1985","2023-11-22",1421.45
"1986","2023-11-12",897.95
"1987","2023-07-09",7306.6
"1988","2023-11-26",5014.97
"1989","2022-12-21",4424.82
"1990","2023-10-21",7322.13
"1991","2023-07-04",7678.58
"1992","2024-05-25",1673.19
"1993","2022-11-05",6141.23
"1994","2022-08-01",1440.01
"1995","2022-12-16",7538.61
"1996","2023-11-30",6603.86
"1997","2023-09-01",9570.48
"1998","2023-05-31",782.68
"1999","2022-07-25",664.84
"2000","2023-05-27",2893.65
"2001","2023-08-11",2690.89
"2002","2022-07-22",2545.09
"2003","2024-05-30",9071.92
"2004","2022-12-18",2570.51
"2005","2022-08-28",2792.3
"2006","2022-07-26",7618.04
"2007","2024-06-11",4552.42
"2008","2024-04-15",7789.43
"2009","2024-06-30",747.12
"2010","2023-08-04",4926.95
"2011","2024-02-13",432.77
"2012","2023-03-12",720.27
"2013","2024-03-21",9073.73
"2014","2023-10-04",1478.53
"2015","2023-05-21",5370.96
"2016","2022-08-04",4169.85
"2017","2024-06-14",3538.7
"2018","2023-06-15",9008.35
"2019","2022-10-27",316.05
"2020","2023-12-11",6671.52
"2021","2023-07-05",9637.6
"2022","2023-05-22",5645.67
"2023","2023-10-08",9374.54
"2024","2023-04-10",617.35
"2025","2024-03-06",4246.05
"2026","2024-01-28",2675.56
"2027","2022-08-28",7335.13
"2028","2022-07-17",9814.84
"2029","2023-07-17",2639.65
"2030","2023-10-26",6576.33
"2031","2024-05-28",2061.17
"2032","2023-03-21",5696.77
"2033","2023-11-23",4692.93
"2034","2022-09-29",9722.85
"2035","2023-04-22",6124.42
"2036","2022-12-21",3560.11
"2037","2024-06-12",1229.55
"2038","2022-07-16",1597.34
"2039","2023-02-23",2330.64
"2040","2023-02-01",2584.57
"2041","2023-09-23",8521.1
"2042","2023-01-02",5656.11
"2043","2023-09-22",5281.57
"2044","2022-09-13",1236.21
"2045","2022-10-19",8615.38
"2046","2022-08-17",7255.86
"2047","2023-08-25",769.92
"2048","2022-11-27",7107.57
"2049","2023-06-23",5481.03
"2050","2023-07-16",909.08
"2051","2023-02-08",4637.18
"2052","2023-08-31",4898.49
"2053","2022-10-08",1741.17
"2054","2023-10-28",9462.41
"2055","2024-06-28",8514.76
"2056","2022-08-04",6723.32
"2057","2022-10-22",4676.73
"2058","2023-02-05",4176.48
"2059","2024-06-01",6544.64
"2060","2022-12-12",5499.78
"2061","2023-02-02",716.5
"2062","2023-03-10",5173.78
"2063","2024-02-08",8083.4
"2064","2022-10-22",4646.47
"2065","2024-03-18",614.37
"2066","2022-09-30",7884.15
"2067","2024-02-18",2093.5
"2068","2022-08-20",2660.35
"2069","2023-05-10",1730.59
"2070","2023-08-16",3369.13
"2071","2024-06-12",7591.84
"2072","2023-10-12",5241.92
"2073","2023-03-21",2128.32
"2074","2023-11-07",8790.52
"2075","2024-01-06",8807.86
"2076","2023-12-20",8718.73
"2077","2023-12-19",2464.08
"2078","2024-02-18",4567.27
"2079","2023-08-22",9851.4
"2080","2024-01-04",7742.92
"2081","2023-04-16",368.96
"2082","2023-11-04",745.53
"2083","2023-10-05",4692.92
"2084","2022-10-28",9101.28
"2085","2024-03-04",5433.15
"2086","2022-11-14",5028.34
"2087","2022-07-12",1144.19
"2088","2022-11-03",6602.12
"2089","2023-10-23",8238.82
"2090","2022-10-11",3866.16
"2091","2024-07-01",7778.56
"2092","2024-04-05",9648.32
"2093","2022-07-26",2117.29
"2094","2024-02-24",5280.96
"2095","2023-01-16",2942.67
"2096","2022-08-18",7949.26
"2097","2023-12-06",5818.17
"2098","2023-03-11",6382.37
"2099","2024-01-19",7999.35
"2100","2024-05-01",4020.11
"2101","2023-09-16",9159.39
"2102","2023-03-26",5376.99
"2103","2022-11-24",1663.75
"2104","2023-04-07",6989.4
"2105","2023-11-22",7953.29
"2106","2023-05-11",3235.94
"2107","2024-01-08",8586.07
"2108","2022-12-30",9070.82
"2109","2022-09-08",2841.35
"2110","2022-11-11",9836.86
"2111","2023-08-11",1493.04
"2112","2023-01-20",2099.96
"2113","2023-01-31",1923.83
"2114","2023-10-10",8950.5
"2115","2023-03-11",6577.5
"2116","2024-04-21",1605.83
"2117","2023-04-13",4459.2
"2118","2024-05-20",6191.45
"2119","2023-06-07",926.29
"2120","2024-02-26",8835.92
"2121","2022-11-13",8055.68
"2122","2024-05-30",5101.55
"2123","2023-06-01",9674.55
"2124","2023-10-03",4235.83
"2125","2023-09-30",9842.69
"2126","2023-11-11",6712.41
"2127","2022-11-10",6383.25
"2128","2022-09-26",1742.95
"2129","2023-03-07",8831.08
"2130","2023-04-29",4332.15
"2131","2023-03-01",1706.11
"2132","2023-04-10",224.81
"2133","2022-10-31",5641.58
"2134","2023-07-14",5321.26
"2135","2022-11-06",7221.6
"2136","2023-09-22",8913.55
"2137","2022-10-25",886.13
"2138","2022-07-18",7341.82
"2139","2023-09-11",1955.38
"2140","2022-12-09",8595.95
"2141","2023-04-08",8208.73
"2142","2024-07-08",5453.86
"2143","2022-08-12",7131.4
"2144","2024-04-01",3212.07
"2145","2023-08-14",4764.56
"2146","2023-04-12",8234.21
"2147","2023-11-19",4646.73
"2148","2023-07-22",3642.2
"2149","2022-12-20",4992.7
"2150","2024-02-03",8299.67
"2151","2023-04-19",3418.56
"2152","2023-07-12",1820.24
"2153","2023-09-17",7148.94
"2154","2023-07-24",8277.18
"2155","2024-03-01",1096.31
"2156","2023-06-02",2474.75
"2157","2022-11-18",1505.52
"2158","2024-01-23",3544.62
"2159","2024-04-30",4558.47
"2160","2023-07-21",7513.38
"2161","2023-11-07",6546.36
"2162","2022-11-29",6247.19
"2163","2023-06-23",3588.51
"2164","2023-11-01",8430.33
"2165","2023-09-11",4765.74
"2166","2023-09-12",9793.14
"2167","2023-10-21",6378.01
"2168","2023-04-28",1350.02
"2169","2024-05-30",6794.16
"2170","2023-10-15",3318.53
"2171","2024-03-11",6894.64
"2172","2023-11-20",789.45
"2173","2023-05-31",1831.33
"2174","2023-04-10",8571.8
"2175","2023-06-24",2349.08
"2176","2023-01-26",8386.71
"2177","2024-06-13",2864.83
"2178","2024-03-29",6464.53
"2179","2023-05-17",6972.09
"2180","2022-08-07",5175.28
"2181","2024-03-09",3122.58
"2182","2023-01-22",2205.18
"2183","2023-04-28",428.57
"2184","2024-01-01",3109.07
"2185","2023-03-05",6566.31
"2186","2022-07-12",9389.22
"2187","2022-11-07",8724.92
"2188","2023-09-10",7684.04
"2189","2024-02-06",7905.63
"2190","2024-01-05",6683.35
"2191","2023-07-02",2676.84
"2192","2023-08-11",9081.23
"2193","2023-04-05",6740.25
"2194","2022-11-11",5648.36
"2195","2023-06-26",1198.8
"2196","2024-06-08",4525.85
"2197","2023-02-28",4657.55
"2198","2023-12-27",8659.18
"2199","2024-04-08",5511.82
"2200","2023-11-12",3865.97
"2201","2022-11-05",9770.32
"2202","2022-08-12",1196.13
"2203","2023-09-24",4283.23
"2204","2023-12-29",516.04
"2205","2024-02-22",7425.05
"2206","2022-10-30",9188.96
"2207","2023-05-05",2872.37
"2208","2023-06-12",8597.58
"2209","2022-10-05",2992.96
"2210","2024-05-23",9116.62
"2211","2024-03-19",7564.22
"2212","2023-06-12",8068.58
"2213","2023-05-05",278.26
"2214","2022-11-05",9631.82
"2215","2024-01-16",7294.04
"2216","2024-01-15",3117.04
"2217","2024-01-10",8311.01
"2218","2024-01-05",2887.06
"2219","2023-09-26",8740.26
"2220","2023-05-25",1214.55
"2221","2023-09-06",7066.49
"2222","2023-11-29",5452.91
"2223","2023-11-04",1055.69
"2224","2024-01-25",2494.75
"2225","2024-04-11",222.8
"2226","2023-05-11",4740.8
"2227","2023-12-04",3082.53
"2228","2023-07-19",6023.74
"2229","2024-06-29",3042.65
"2230","2023-01-30",3069.2
"2231","2024-06-27",7457.61
"2232","2023-01-25",576.61
"2233","2023-04-28",9038.66
"2234","2024-03-02",8537.41
"2235","2024-05-06",6711.27
"2236","2023-10-13",5972.89
"2237","2024-04-09",8933.79
"2238","2024-05-26",1934.77
"2239","2022-10-31",881.79
"2240","2024-01-18",2471.15
"2241","2023-08-27",7966.32
"2242","2023-08-22",443.24
"2243","2022-09-26",5869.79
"2244","2023-08-23",9954.83
"2245","2022-09-12",8571.39
"2246","2024-05-16",5262.31
"2247","2023-03-01",730.05
"2248","2023-09-15",8330.6
"2249","2024-04-21",6029.89
"2250","2022-08-12",1237.84
"2251","2023-06-01",1029.19
"2252","2022-10-14",9105.31
"2253","2023-06-22",6725.08
"2254","2023-12-29",8309.94
"2255","2023-09-23",8801.89
"2256","2022-12-16",5760.55
"2257","2024-06-22",5222.72
"2258","2022-12-08",4361.23
"2259","2024-05-19",3237.77
"2260","2024-06-18",4402.5
"2261","2024-01-16",7761.41
"2262","2023-03-31",6059.04
"2263","2024-01-16",8935.98
"2264","2023-04-16",4489.46
"2265","2023-01-19",6110.19
"2266","2023-08-09",6349.94
"2267","2022-11-22",5957.8
"2268","2024-04-26",7056.07
"2269","2023-01-08",2450.59
"2270","2024-02-14",5172.4
"2271","2023-06-26",1131.83
"2272","2023-06-29",3906.66
"2273","2023-09-26",4927.9
"2274","2023-11-10",6557.02
"2275","2023-05-02",9510.26
"2276","2022-10-08",6046.45
"2277","2023-07-13",7461.58
"2278","2023-05-15",5112.03
"2279","2023-05-23",6377.63
"2280","2024-06-02",802.23
"2281","2024-03-28",2618.48
"2282","2022-08-05",3682.35
"2283","2022-08-03",4777.68
"2284","2022-11-05",551.92
"2285","2024-01-26",1486.24
"2286","2024-06-09",2840.46
"2287","2022-10-31",9718.17
"2288","2023-06-26",3380.34
"2289","2023-10-23",4872.21
"2290","2022-07-21",2041.37
"2291","2023-03-03",6146.72
"2292","2024-01-15",2878.76
"2293","2024-05-01",2149.23
"2294","2024-03-28",5214.07
"2295","2023-10-10",154.51
"2296","2024-04-04",175.87
"2297","2024-02-11",2268.78
"2298","2024-04-13",463.54
"2299","2023-06-23",1169.45
"2300","2023-10-08",3454.72
"2301","2022-08-21",8045.6
"2302","2023-11-21",5763.28
"2303","2024-04-25",5175.41
"2304","2023-08-23",3005.54
"2305","2023-07-14",9324.36
"2306","2024-07-02",4030.45
"2307","2024-01-16",962.22
"2308","2024-04-02",6208.96
"2309","2024-01-25",1227
"2310","2022-10-30",3517.71
"2311","2024-04-29",5123.38
"2312","2022-12-08",8754.8
"2313","2022-08-08",4986.11
"2314","2023-04-26",7052.36
"2315","2023-04-07",9928.89
"2316","2022-07-29",1401.74
"2317","2024-01-31",2819.84
"2318","2024-04-30",4006.3
"2319","2023-01-13",4276.1
"2320","2023-01-04",4169.11
"2321","2023-07-24",9085.35
"2322","2023-05-06",7168.92
"2323","2023-10-23",6118.26
"2324","2024-02-23",3162.79
"2325","2023-03-03",8255.52
"2326","2023-02-23",9555.1
"2327","2024-07-08",8229.86
"2328","2024-02-24",115.49
"2329","2024-06-12",6400.37
"2330","2024-05-13",606.24
"2331","2023-11-29",2650.31
"2332","2024-02-09",689.29
"2333","2023-11-17",6077.57
"2334","2022-08-03",6897.24
"2335","2023-10-19",1233.43
"2336","2023-02-11",3900
"2337","2022-10-02",4616.74
"2338","2022-10-13",3753.62
"2339","2024-02-25",1298.15
"2340","2023-07-11",4247.58
"2341","2024-02-26",7536.66
"2342","2023-04-15",802.98
"2343","2022-08-13",893.78
"2344","2022-10-15",3612.24
"2345","2023-09-12",9423.08
"2346","2024-05-09",6718.87
"2347","2022-07-12",6818.83
"2348","2024-02-01",3683.01
"2349","2023-04-25",5977.24
"2350","2022-10-15",200.3
"2351","2023-03-25",6397.35
"2352","2023-01-31",9141.54
"2353","2022-09-15",6164.48
"2354","2024-02-10",8749.62
"2355","2024-03-09",7267.33
"2356","2023-07-03",1293.53
"2357","2023-08-31",9034.29
"2358","2023-08-13",757.79
"2359","2023-08-17",5386.28
"2360","2023-12-18",1507.16
"2361","2024-06-12",215.9
"2362","2024-06-26",4278.14
"2363","2023-03-01",3020.9
"2364","2023-06-01",4911.4
"2365","2022-09-02",5814.28
"2366","2023-09-12",533.02
"2367","2023-08-30",1317.73
"2368","2023-01-09",5630.56
"2369","2023-03-14",3497.36
"2370","2024-06-26",7318.82
"2371","2022-09-21",6557.69
"2372","2023-11-11",8471.48
"2373","2024-03-30",6955.68
"2374","2022-07-25",4356.32
"2375","2023-09-06",6762.37
"2376","2024-01-21",2826.27
"2377","2022-10-01",3132.5
"2378","2024-05-17",7910.95
"2379","2022-08-18",4519.55
"2380","2023-09-05",8003.97
"2381","2024-05-18",8241.98
"2382","2023-11-24",8589.87
"2383","2023-02-27",9174.69
"2384","2023-01-28",4366.75
"2385","2022-09-17",3256.78
"2386","2022-08-10",5863.77
"2387","2023-05-31",3774.61
"2388","2024-06-02",6050.63
"2389","2024-05-19",7085.3
"2390","2022-08-10",6915.21
"2391","2024-04-08",3808.07
"2392","2023-01-03",1751.92
"2393","2024-01-08",4362.24
"2394","2023-08-16",1511.68
"2395","2022-11-05",8911.96
"2396","2022-08-10",3524.19
"2397","2022-10-07",1629.15
"2398","2022-07-17",351.93
"2399","2023-09-26",6493.64
"2400","2024-02-18",6405.33
"2401","2023-05-10",3471.98
"2402","2023-01-14",809.95
"2403","2024-06-24",4155.33
"2404","2022-12-03",3181.05
"2405","2023-01-11",6803.49
"2406","2024-05-26",6097.21
"2407","2024-05-01",3709.48
"2408","2022-10-23",2257.14
"2409","2023-09-20",9881.56
"2410","2023-10-31",4594.62
"2411","2024-01-17",6913.91
"2412","2022-12-26",1491.47
"2413","2023-12-21",4907.34
"2414","2024-06-06",372.61
"2415","2024-01-12",5104.01
"2416","2023-10-11",9643.77
"2417","2023-09-18",3903.65
"2418","2023-03-06",486.06
"2419","2024-06-29",406.46
"2420","2023-09-08",3941.07
"2421","2023-04-20",1684.25
"2422","2023-03-01",331.19
"2423","2022-11-27",7586.51
"2424","2023-08-10",4639.38
"2425","2024-06-29",2963.52
"2426","2023-06-19",9010.82
"2427","2022-09-03",1249.78
"2428","2024-06-29",9563.6
"2429","2023-10-15",3208.27
"2430","2022-08-15",8895.2
"2431","2023-12-14",6069.13
"2432","2024-01-18",8284.4
"2433","2023-12-31",9841.73
"2434","2023-11-09",2955.21
"2435","2024-01-19",9615.24
"2436","2022-10-21",3955.87
"2437","2023-12-27",3916.57
"2438","2023-10-10",3469.83
"2439","2022-10-21",5459.94
"2440","2023-11-16",1626.04
"2441","2024-03-06",5581.74
"2442","2023-04-15",5462.88
"2443","2024-04-18",7642.83
"2444","2023-05-02",8353.13
"2445","2024-04-04",4460.37
"2446","2022-10-15",3093.1
"2447","2023-12-13",2667.42
"2448","2023-08-05",2026.78
"2449","2023-11-01",670.71
"2450","2023-08-14",3490.23
"2451","2023-08-27",2775.45
"2452","2024-02-21",9667.53
"2453","2022-12-19",5621.32
"2454","2022-09-21",3538.04
"2455","2023-02-13",5846.63
"2456","2022-11-02",1478.05
"2457","2023-10-11",4496.03
"2458","2023-08-24",6299.72
"2459","2023-08-28",4940.09
"2460","2023-01-19",4077.61
"2461","2023-01-03",9939.1
"2462","2023-11-19",8815.12
"2463","2022-08-04",6271.72
"2464","2023-11-24",5736.84
"2465","2023-04-25",6244.54
"2466","2023-10-10",2092.99
"2467","2023-04-02",4011.86
"2468","2022-07-31",490.65
"2469","2023-05-02",4807.91
"2470","2023-11-17",5475.94
"2471","2023-12-20",2354.72
"2472","2023-06-12",9643.89
"2473","2024-04-25",9103.6
"2474","2024-04-10",7249.22
"2475","2023-11-24",5380.53
"2476","2023-06-03",8712.69
"2477","2024-06-21",1393.46
"2478","2023-09-01",7926.05
"2479","2023-04-25",1335.73
"2480","2024-02-26",7962.69
"2481","2023-12-15",2830.1
"2482","2023-10-08",8783.2
"2483","2023-12-30",9446.02
"2484","2023-10-20",1573.08
"2485","2023-04-04",4680.49
"2486","2024-06-28",9811.78
"2487","2022-10-09",4885.73
"2488","2023-04-24",8649.12
"2489","2023-06-11",5928.44
"2490","2023-07-28",3815.77
"2491","2022-08-05",2929.26
"2492","2023-01-04",2111.91
"2493","2024-04-10",7641.8
"2494","2023-11-03",3926.75
"2495","2022-09-13",5161.63
"2496","2023-10-22",4974.02
"2497","2023-03-31",5815.06
"2498","2023-10-12",8669.21
"2499","2022-10-23",9809.32
"2500","2023-10-23",4135.08
"2501","2024-04-23",8292.44
"2502","2024-01-08",7668.83
"2503","2023-11-22",5777.94
"2504","2023-11-01",9564.87
"2505","2023-12-29",2084.7
"2506","2024-05-10",1181.72
"2507","2023-05-02",8554.22
"2508","2023-05-09",4447.58
"2509","2022-08-10",8484.99
"2510","2022-08-25",8941.59
"2511","2023-01-30",718.33
"2512","2023-06-09",8846.3
"2513","2022-10-22",4538.36
"2514","2022-07-09",5153.28
"2515","2022-10-01",6303.27
"2516","2022-11-29",9271.19
"2517","2023-10-14",289.25
"2518","2022-07-26",4820.75
"2519","2022-07-09",6908.45
"2520","2022-12-29",7254.8
"2521","2022-09-09",6956.07
"2522","2022-10-15",1430.91
"2523","2023-03-14",3064.02
"2524","2023-08-10",3651.28
"2525","2023-08-07",8063.93
"2526","2023-10-19",2859.72
"2527","2022-08-03",2185.98
"2528","2023-02-27",9578.74
"2529","2022-11-02",187.75
"2530","2023-03-17",9978.43
"2531","2022-12-27",6800.53
"2532","2023-06-28",8301.85
"2533","2023-05-06",3016.73
"2534","2023-04-18",241.72
"2535","2022-11-16",7404.91
"2536","2023-04-26",8358.03
"2537","2024-07-03",7430.71
"2538","2023-06-26",1514.22
"2539","2023-09-27",7558.94
"2540","2024-05-11",7712.34
"2541","2023-03-06",6619.55
"2542","2023-03-22",7684.55
"2543","2023-09-22",8474.62
"2544","2022-10-28",6174.68
"2545","2023-01-10",977.19
"2546","2024-04-18",4927.52
"2547","2022-08-24",868.73
"2548","2023-05-08",4134.68
"2549","2023-06-12",4130.35
"2550","2023-06-20",753.5
"2551","2024-01-14",3553.32
"2552","2023-07-23",1198.88
"2553","2023-09-11",8101.53
"2554","2023-12-05",9482.11
"2555","2024-02-02",815.93
"2556","2023-03-15",9555.64
"2557","2023-06-11",5273.51
"2558","2024-01-15",3065.7
"2559","2024-04-14",860.93
"2560","2024-06-12",5056.18
"2561","2023-12-18",7965.7
"2562","2024-02-12",7100.16
"2563","2022-12-13",597.24
"2564","2024-06-22",821.73
"2565","2023-11-12",4088.45
"2566","2022-09-30",3023.38
"2567","2023-03-10",2400.6
"2568","2022-07-23",2881.94
"2569","2024-03-20",8054.48
"2570","2023-09-21",9299.36
"2571","2023-10-09",4110.52
"2572","2023-12-19",9070.5
"2573","2023-12-26",3282.81
"2574","2023-02-05",4816.73
"2575","2023-07-20",2337.69
"2576","2022-08-31",6440.71
"2577","2023-02-23",9791.91
"2578","2023-07-02",6074.58
"2579","2022-07-27",3642.36
"2580","2023-01-17",6513.39
"2581","2024-02-22",1316.91
"2582","2023-11-19",8897.72
"2583","2023-10-04",5080.53
"2584","2022-07-25",4548.56
"2585","2024-02-06",5900.06
"2586","2023-05-03",6285.36
"2587","2024-03-14",810.58
"2588","2024-03-28",6857.91
"2589","2023-01-24",2495.12
"2590","2023-06-20",7168.13
"2591","2023-05-07",8243.09
"2592","2023-09-17",8059.19
"2593","2024-02-27",5569.76
"2594","2023-12-06",5249.68
"2595","2024-01-31",1514.47
"2596","2022-10-26",7775.93
"2597","2024-05-23",2786.95
"2598","2023-03-12",5017.28
"2599","2022-11-20",2914.31
"2600","2024-04-28",1424.9
"2601","2023-06-21",6332.62
"2602","2023-09-25",637.89
"2603","2024-07-02",7511.59
"2604","2023-02-04",3244.11
"2605","2023-07-07",101.33
"2606","2023-11-30",5160.18
"2607","2023-03-22",563.83
"2608","2024-02-06",2834.08
"2609","2024-06-10",7099.07
"2610","2022-12-05",720.63
"2611","2024-02-07",8409.45
"2612","2024-05-17",137.82
"2613","2022-08-04",2543.56
"2614","2024-02-14",7434.95
"2615","2023-10-03",3231.07
"2616","2023-11-29",1108.73
"2617","2024-03-05",3666.32
"2618","2024-01-04",2776.89
"2619","2023-06-17",8442.85
"2620","2024-06-16",3202.14
"2621","2022-09-17",7910.43
"2622","2023-01-09",8929.53
"2623","2022-08-27",4394.79
"2624","2022-11-04",9108.44
"2625","2023-03-13",3835.45
"2626","2023-01-04",9644.38
"2627","2023-04-08",983.97
"2628","2023-04-07",6901.49
"2629","2023-01-03",4988.76
"2630","2023-02-28",3937.72
"2631","2024-06-04",6363.85
"2632","2023-03-28",7068.19
"2633","2023-09-12",143.2
"2634","2022-12-12",1752.84
"2635","2023-11-06",7159.16
"2636","2022-11-22",6697.22
"2637","2023-08-13",9663.87
"2638","2023-07-19",7634.27
"2639","2022-07-13",9512.65
"2640","2023-10-23",7055.15
"2641","2024-03-03",3050.72
"2642","2023-10-11",1143.11
"2643","2022-11-13",7840.06
"2644","2022-09-25",6477.08
"2645","2023-08-20",577.04
"2646","2022-12-07",3664.5
"2647","2022-12-16",9572.32
"2648","2023-02-02",5053.97
"2649","2023-03-29",4384.02
"2650","2024-04-29",4631.23
"2651","2023-03-23",2167.94
"2652","2024-02-04",3750.2
"2653","2022-10-24",3761.15
"2654","2024-01-08",618.31
"2655","2023-09-08",7698.92
"2656","2024-03-03",4223.39
"2657","2022-12-14",8239.58
"2658","2023-10-15",8518.45
"2659","2023-11-20",2198.74
"2660","2023-09-11",6607.8
"2661","2024-04-22",4775.59
"2662","2023-09-10",8813.55
"2663","2023-09-09",2235.83
"2664","2022-08-27",6810.35
"2665","2024-02-20",6116.75
"2666","2023-08-31",3023.48
"2667","2023-02-03",1452.35
"2668","2023-02-03",6551.23
"2669","2024-06-13",7412.11
"2670","2023-07-29",3224.71
"2671","2023-06-03",6483.84
"2672","2023-01-18",4011.8
"2673","2024-06-05",7160.75
"2674","2022-09-24",2072.23
"2675","2023-06-21",8913.13
"2676","2024-04-10",2945.36
"2677","2022-09-02",3741.08
"2678","2023-10-21",675.11
"2679","2024-01-09",1203.97
"2680","2023-12-18",5207.03
"2681","2023-03-19",2749.17
"2682","2023-01-14",8371.25
"2683","2023-08-08",245.46
"2684","2022-08-25",3853.03
"2685","2022-11-13",3439.72
"2686","2023-03-05",291.34
"2687","2024-05-01",1331.25
"2688","2022-11-05",4195.06
"2689","2023-04-28",4979.36
"2690","2024-01-07",4102.47
"2691","2023-12-13",5356.28
"2692","2023-10-07",5991.8
"2693","2023-09-19",198.25
"2694","2024-04-05",4694.54
"2695","2024-07-07",9638.64
"2696","2023-07-27",5238.42
"2697","2024-01-19",6807.67
"2698","2022-09-11",3187.45
"2699","2023-11-27",7762.51
"2700","2023-12-27",7751.92
"2701","2023-02-18",5260.83
